岩手県,33,0,030000,岩手,03,0,9,種市:27/軽米:28/二戸:27/山形:27/久慈:28/荒屋:27/奥中山:26/葛巻:27/普代:27/岩手松尾:27/好摩:28/岩泉:29/小本:27/薮川:26/雫石:28/盛岡:28/区界:24/宮古:27/沢内:27/紫波:28/川井:29/大迫:28/山田:28/湯田:27/遠野:27/北上:28/釜石:29/若柳:28/江刺:29/住田:28/大船渡:28/一関:29/千厩:29,種市:26/軽米:27/二戸:27/山形:26/久慈:27/荒屋:26/奥中山:26/葛巻:26/普代:27/岩手松尾:27/好摩:27/岩泉:28/小本:27/薮川:26/雫石:28/盛岡:29/区界:24/宮古:27/沢内:27/紫波:29/川井:29/大迫:29/山田:27/湯田:28/遠野:27/北上:29/釜石:27/若柳:28/江刺:29/住田:28/大船渡:27/一関:29/千厩:29,種市:26/軽米:27/二戸:26/山形:26/久慈:28/荒屋:26/奥中山:25/葛巻:26/普代:27/岩手松尾:26/好摩:27/岩泉:28/小本:27/薮川:25/雫石:27/盛岡:28/区界:24/宮古:27/沢内:26/紫波:28/川井:28/大迫:29/山田:27/湯田:27/遠野:27/北上:29/釜石:27/若柳:28/江刺:29/住田:28/大船渡:27/一関:29/千厩:29
宮城県,34,0,040000,宮城,04,0,9,駒ノ湯:27/気仙沼:28/川渡:28/築館:28/米山:29/志津川:28/古川:28/大衡:28/鹿島台:29/石巻:27/女川:28/新川:28/塩釜:28/仙台:29/白石:29/蔵王:30/亘理:28/丸森:30,駒ノ湯:26/気仙沼:27/川渡:28/築館:28/米山:29/志津川:27/古川:28/大衡:28/鹿島台:29/石巻:27/女川:26/新川:28/塩釜:27/仙台:29/白石:30/蔵王:29/亘理:28/丸森:29,駒ノ湯:26/気仙沼:28/川渡:29/築館:29/米山:29/志津川:27/古川:28/大衡:27/鹿島台:28/石巻:27/女川:26/新川:28/塩釜:28/仙台:28/白石:29/蔵王:29/亘理:28/丸森:29
山形県,35,0,060000,山形,06,0,9,飛島:29/酒田:32/差首鍋:30/金山:29/鶴岡:31/狩川:30/新庄:30/向町:29/肘折:28/尾花沢:28/鼠ケ関:31/村山:29/大井沢:29/左沢:30/山形:30/長井:30/小国:30/高畠:30/高峰:30/米沢:31,飛島:29/酒田:32/差首鍋:30/金山:29/鶴岡:32/狩川:30/新庄:30/向町:29/肘折:28/尾花沢:29/鼠ケ関:31/村山:30/大井沢:29/左沢:30/山形:31/長井:30/小国:30/高畠:30/高峰:30/米沢:31,飛島:28/酒田:30/差首鍋:29/金山:29/鶴岡:31/狩川:29/新庄:29/向町:30/肘折:28/尾花沢:29/鼠ケ関:30/村山:30/大井沢:28/左沢:30/山形:30/長井:29/小国:29/高畠:30/高峰:29/米沢:30
福島県,36,0,070000,福島,07,0,9,茂庭:30/梁川:31/桧原:27/福島:31/相馬:30/喜多方:31/鷲倉:24/飯舘:29/西会津:30/猪苗代:29/二本松:30/金山:30/若松:31/船引:30/浪江:31/只見:30/郡山:30/川内:29/南郷:29/湯本:29/小野新町:30/広野:30/田島:28/白河:29/石川:31/桧枝岐:27/東白川:30/山田:30/小名浜:30,茂庭:30/梁川:31/桧原:27/福島:31/相馬:30/喜多方:31/鷲倉:24/飯舘:30/西会津:30/猪苗代:29/二本松:30/金山:30/若松:31/船引:30/浪江:30/只見:30/郡山:30/川内:29/南郷:30/湯本:29/小野新町:31/広野:29/田島:29/白河:29/石川:31/桧枝岐:27/東白川:30/山田:30/小名浜:30,茂庭:30/梁川:30/桧原:27/福島:31/相馬:30/喜多方:31/鷲倉:24/飯舘:29/西会津:29/猪苗代:29/二本松:30/金山:30/若松:31/船引:30/浪江:31/只見:30/郡山:30/川内:30/南郷:30/湯本:29/小野新町:30/広野:30/田島:29/白河:29/石川:31/桧枝岐:26/東白川:30/山田:30/小名浜:31
茨城県,40,0,080000,茨城,08,1,9,北茨城:29/大子:31/常陸大宮:30/日立:30/笠間:31/水戸:30/古河:32/下館:34/下妻:32/鉾田:32/つくば:31/土浦:31/鹿嶋:31/龍ケ崎:33,北茨城:30/大子:32/常陸大宮:30/日立:30/笠間:31/水戸:30/古河:33/下館:34/下妻:32/鉾田:33/つくば:31/土浦:31/鹿嶋:32/龍ケ崎:33,北茨城:30/大子:32/常陸大宮:30/日立:30/笠間:31/水戸:31/古河:32/下館:33/下妻:31/鉾田:33/つくば:32/土浦:32/鹿嶋:31/龍ケ崎:33
栃木県,41,0,090000,栃木,09,0,9,那須高原:27/五十里:30/黒磯:29/土呂部:29/大田原:31/奥日光:26/日光東町:29/塩谷:30/那須烏山:30/鹿沼:30/宇都宮:31/真岡:30/佐野:32/小山:31,那須高原:27/五十里:30/黒磯:29/土呂部:28/大田原:31/奥日光:26/日光東町:29/塩谷:30/那須烏山:31/鹿沼:31/宇都宮:31/真岡:31/佐野:32/小山:32,那須高原:27/五十里:30/黒磯:28/土呂部:28/大田原:31/奥日光:26/日光東町:30/塩谷:31/那須烏山:30/鹿沼:30/宇都宮:31/真岡:30/佐野:32/小山:31
群馬県,42,0,100000,群馬,10,1,9,藤原:29/みなかみ:30/草津:26/沼田:31/中之条:31/田代:25/前橋:31/桐生:33/上里見:31/伊勢崎:32/西野牧:32/館林:32/神流:31,藤原:29/みなかみ:30/草津:27/沼田:32/中之条:32/田代:25/前橋:32/桐生:33/上里見:32/伊勢崎:32/西野牧:32/館林:32/神流:31,藤原:29/みなかみ:30/草津:26/沼田:32/中之条:31/田代:25/前橋:32/桐生:33/上里見:32/伊勢崎:32/西野牧:31/館林:32/神流:31
埼玉県,43,0,110000,埼玉,11,1,9,寄居:32/熊谷:33/久喜:33/秩父:32/鳩山:33/さいたま:32/越谷:33/所沢:33,寄居:32/熊谷:33/久喜:33/秩父:31/鳩山:33/さいたま:32/越谷:32/所沢:33,寄居:31/熊谷:32/久喜:32/秩父:31/鳩山:33/さいたま:32/越谷:32/所沢:32
東京都,44,0,130000,東京,13,1,9,小河内:31/青梅:33/練馬:33/八王子:33/府中:33/東京:33/江戸川臨海:33/大島:32/三宅島:32/八丈島:31/父島:31,小河内:31/青梅:33/練馬:32/八王子:33/府中:33/東京:33/江戸川臨海:34/大島:32/三宅島:32/八丈島:31/父島:31,小河内:31/青梅:32/練馬:33/八王子:32/府中:32/東京:33/江戸川臨海:33/大島:32/三宅島:32/八丈島:32/父島:31
千葉県,45,0,120000,千葉,12,1,9,我孫子:32/香取:31/船橋:32/佐倉:31/銚子:33/横芝光:32/千葉:32/茂原:33/木更津:32/牛久:33/坂畑:32/鴨川:33/勝浦:32/館山:33,我孫子:32/香取:31/船橋:33/佐倉:31/銚子:34/横芝光:33/千葉:32/茂原:33/木更津:32/牛久:32/坂畑:32/鴨川:33/勝浦:33/館山:33,我孫子:32/香取:31/船橋:33/佐倉:31/銚子:33/横芝光:33/千葉:33/茂原:32/木更津:32/牛久:32/坂畑:32/鴨川:32/勝浦:31/館山:32
神奈川県,46,0,140000,神奈川,14,1,9,海老名:33/横浜:33/辻堂:33/小田原:32/三浦:34,海老名:33/横浜:33/辻堂:33/小田原:31/三浦:34,海老名:32/横浜:32/辻堂:32/小田原:31/三浦:33
長野県,48,0,200000,長野,20,1,9,野沢温泉:29/信濃町:28/飯山:30/白馬:28/長野:30/大町:29/信州新町:29/菅平:26/上田:30/穂高:30/東御:29/軽井沢:27/松本:29/立科:31/佐久:31/奈川:27/諏訪:28/開田高原:26/木祖薮原:28/辰野:29/原村:29/野辺山:26/木曽福島:29/伊那:29/南木曽:29/飯島:29/飯田:31/浪合:27/南信濃:34,野沢温泉:29/信濃町:28/飯山:30/白馬:28/長野:30/大町:29/信州新町:29/菅平:26/上田:30/穂高:30/東御:28/軽井沢:28/松本:29/立科:30/佐久:31/奈川:28/諏訪:28/開田高原:26/木祖薮原:29/辰野:29/原村:29/野辺山:26/木曽福島:29/伊那:30/南木曽:29/飯島:29/飯田:30/浪合:28/南信濃:33,野沢温泉:30/信濃町:29/飯山:32/白馬:28/長野:30/大町:29/信州新町:30/菅平:26/上田:31/穂高:31/東御:29/軽井沢:27/松本:29/立科:31/佐久:31/奈川:28/諏訪:29/開田高原:26/木祖薮原:29/辰野:29/原村:29/野辺山:26/木曽福島:29/伊那:30/南木曽:30/飯島:30/飯田:29/浪合:28/南信濃:33
山梨県,49,0,190000,山梨,19,1,9,大泉:30/韮崎:32/甲府:32/勝沼:33/大月:32/古関:32/切石:32/河口湖:29/山中:28/南部:33,大泉:30/韮崎:32/甲府:32/勝沼:33/大月:32/古関:32/切石:32/河口湖:29/山中:28/南部:33,大泉:30/韮崎:32/甲府:31/勝沼:33/大月:31/古関:32/切石:31/河口湖:28/山中:28/南部:32
静岡県,50,0,220000,静岡,22,1,9,井川:30/御殿場:29/富士:32/三島:33/佐久間:33/川根本町:32/清水:33/網代:33/静岡:32/天竜:34/浜松:33/菊川牧之原:31/松崎:33/稲取:32/磐田:31/御前崎:32/石廊崎:32,井川:29/御殿場:29/富士:32/三島:33/佐久間:33/川根本町:32/清水:33/網代:33/静岡:32/天竜:34/浜松:34/菊川牧之原:32/松崎:32/稲取:31/磐田:31/御前崎:33/石廊崎:31,井川:29/御殿場:28/富士:32/三島:33/佐久間:33/川根本町:32/清水:32/網代:32/静岡:31/天竜:33/浜松:34/菊川牧之原:31/松崎:32/稲取:31/磐田:31/御前崎:33/石廊崎:31
愛知県,51,0,230000,愛知,23,1,9,愛西:34/稲武:28/名古屋:31/豊田:31/大府:31/岡崎:32/新城:32/蒲郡:32/南知多:34/豊橋:34/伊良湖:33,愛西:34/稲武:29/名古屋:31/豊田:31/大府:32/岡崎:31/新城:32/蒲郡:31/南知多:34/豊橋:33/伊良湖:33,愛西:34/稲武:29/名古屋:32/豊田:32/大府:32/岡崎:32/新城:32/蒲郡:32/南知多:34/豊橋:34/伊良湖:33
岐阜県,52,0,210000,岐阜,21,0,9,河合:29/神岡:30/白川:29/栃尾:29/高山:29/六厩:26/宮之前:26/長滝:29/萩原:29/八幡:29/宮地:29/樽見:30/金山:30/美濃:31/黒川:29/揖斐川:31/美濃加茂:30/恵那:30/中津川:30/関ケ原:31/大垣:31/岐阜:31/多治見:31,河合:29/神岡:31/白川:30/栃尾:29/高山:29/六厩:26/宮之前:27/長滝:30/萩原:30/八幡:29/宮地:30/樽見:30/金山:30/美濃:32/黒川:29/揖斐川:31/美濃加茂:31/恵那:30/中津川:31/関ケ原:31/大垣:31/岐阜:32/多治見:31,河合:30/神岡:31/白川:31/栃尾:30/高山:29/六厩:26/宮之前:27/長滝:29/萩原:31/八幡:31/宮地:30/樽見:30/金山:31/美濃:32/黒川:29/揖斐川:31/美濃加茂:31/恵那:31/中津川:31/関ケ原:31/大垣:32/岐阜:32/多治見:32
三重県,53,0,240000,三重,24,1,9,桑名:34/四日市:32/亀山:32/上野:32/津:31/小俣:33/粥見:33/鳥羽:33/南伊勢:32/紀伊長島:33/尾鷲:32/熊野新鹿:31,桑名:35/四日市:33/亀山:32/上野:31/津:32/小俣:34/粥見:33/鳥羽:34/南伊勢:33/紀伊長島:34/尾鷲:32/熊野新鹿:31,桑名:35/四日市:32/亀山:31/上野:31/津:31/小俣:34/粥見:33/鳥羽:33/南伊勢:32/紀伊長島:33/尾鷲:32/熊野新鹿:31
新潟県,54,0,150000,新潟,15,1,9,粟島:32/弾崎:32/村上:31/相川:30/両津:31/中条:31/下関:30/新潟:31/羽茂:31/新津:32/巻:31/寺泊:32/三条:31/津川:30/長岡:31/柏崎:31/守門:30/大潟:31/小出:30/高田:31/安塚:29/十日町:29/糸魚川:31/能生:31/関山:28/津南:28/湯沢:29,粟島:31/弾崎:31/村上:31/相川:30/両津:31/中条:31/下関:31/新潟:32/羽茂:31/新津:33/巻:32/寺泊:33/三条:31/津川:30/長岡:31/柏崎:31/守門:30/大潟:32/小出:31/高田:31/安塚:30/十日町:30/糸魚川:31/能生:30/関山:29/津南:28/湯沢:29,粟島:31/弾崎:31/村上:30/相川:31/両津:31/中条:31/下関:30/新潟:31/羽茂:32/新津:32/巻:31/寺泊:33/三条:31/津川:30/長岡:31/柏崎:31/守門:30/大潟:32/小出:30/高田:32/安塚:31/十日町:30/糸魚川:31/能生:31/関山:29/津南:28/湯沢:30
富山県,55,0,160000,富山,16,0,9,朝日:31/氷見:31/魚津:31/伏木:33/富山:32/砺波:31/上市:30/南砺高宮:30/八尾:30,朝日:31/氷見:31/魚津:31/伏木:32/富山:32/砺波:32/上市:30/南砺高宮:31/八尾:31,朝日:31/氷見:31/魚津:30/伏木:31/富山:30/砺波:31/上市:30/南砺高宮:30/八尾:30
石川県,56,0,170000,石川,17,1,9,珠洲:31/輪島:31/志賀:31/七尾:31/羽咋:32/かほく:31/金沢:31/小松:31/白山河内:31/加賀中津原:31,珠洲:31/輪島:33/志賀:32/七尾:32/羽咋:32/かほく:31/金沢:32/小松:32/白山河内:31/加賀中津原:31,珠洲:31/輪島:32/志賀:32/七尾:32/羽咋:32/かほく:31/金沢:32/小松:31/白山河内:31/加賀中津原:31
福井県,57,0,180000,福井,18,0,9,三国:31/越廼:32/福井:32/勝山:30/大野:30/今庄:32/敦賀:32/美浜:31/小浜:32,三国:32/越廼:31/福井:32/勝山:30/大野:30/今庄:31/敦賀:31/美浜:30/小浜:31,三国:31/越廼:31/福井:31/勝山:30/大野:30/今庄:31/敦賀:31/美浜:31/小浜:32
滋賀県,60,0,250000,滋賀,25,0,9,今津:30/長浜:32/米原:32/南小松:32/彦根:33/東近江:31/大津:32/信楽:30/土山:31,今津:30/長浜:32/米原:31/南小松:31/彦根:32/東近江:31/大津:32/信楽:30/土山:30,今津:30/長浜:32/米原:31/南小松:30/彦根:32/東近江:31/大津:31/信楽:30/土山:30
京都府,61,0,260000,京都,26,1,9,間人:31/宮津:32/舞鶴:32/福知山:32/美山:32/園部:31/京都:32/京田辺:31,間人:30/宮津:32/舞鶴:33/福知山:32/美山:33/園部:30/京都:32/京田辺:31,間人:32/宮津:33/舞鶴:33/福知山:31/美山:32/園部:31/京都:32/京田辺:32
大阪府,62,0,270000,大阪,27,1,9,能勢:30/枚方:32/大阪:33/生駒山:28/堺:32/熊取:32,能勢:30/枚方:31/大阪:33/生駒山:27/堺:33/熊取:31,能勢:30/枚方:32/大阪:33/生駒山:28/堺:33/熊取:32
兵庫県,63,0,280000,兵庫,28,1,9,香住:31/豊岡:32/兎和野高原:29/和田山:32/生野:32/柏原:31/一宮:32/福崎:33/西脇:32/上郡:32/姫路:32/三田:31/三木:30/家島:34/明石:33/神戸:32/郡家:34/洲本:33/南淡:35,香住:31/豊岡:33/兎和野高原:30/和田山:31/生野:32/柏原:31/一宮:32/福崎:33/西脇:32/上郡:32/姫路:32/三田:30/三木:30/家島:34/明石:32/神戸:32/郡家:33/洲本:33/南淡:35,香住:32/豊岡:34/兎和野高原:28/和田山:32/生野:32/柏原:31/一宮:32/福崎:32/西脇:31/上郡:32/姫路:32/三田:31/三木:30/家島:34/明石:33/神戸:31/郡家:33/洲本:33/南淡:34
奈良県,64,0,290000,奈良,29,1,9,奈良:32/針:30/大宇陀:30/五條:32/上北山:33/風屋:31,奈良:33/針:30/大宇陀:30/五條:32/上北山:33/風屋:31,奈良:32/針:30/大宇陀:30/五條:31/上北山:32/風屋:31
和歌山県,65,0,300000,和歌山,30,1,9,かつらぎ:34/友ケ島:36/和歌山:32/高野山:28/清水:31/龍神:30/川辺:34/栗栖川:33/新宮:34/西川:32/潮岬:32,かつらぎ:34/友ケ島:36/和歌山:33/高野山:28/清水:31/龍神:30/川辺:34/栗栖川:33/新宮:34/西川:32/潮岬:31,かつらぎ:34/友ケ島:36/和歌山:31/高野山:28/清水:32/龍神:30/川辺:33/栗栖川:33/新宮:34/西川:33/潮岬:32
岡山県,66,0,330000,岡山,33,1,9,上長田:29/千屋:29/奈義:32/今岡:32/久世:33/津山:32/新見:31/福渡:32/和気:32/高梁:33/岡山:32/虫明:32/倉敷:32/笠岡:32/玉野:33,上長田:30/千屋:29/奈義:32/今岡:32/久世:32/津山:32/新見:30/福渡:32/和気:32/高梁:33/岡山:32/虫明:32/倉敷:32/笠岡:33/玉野:33,上長田:29/千屋:29/奈義:31/今岡:30/久世:32/津山:31/新見:29/福渡:32/和気:32/高梁:33/岡山:32/虫明:33/倉敷:32/笠岡:33/玉野:33
